,userId,movieId,rating
272,4,2081,4.0
273,4,2085,5.0
275,4,2087,5.0
276,4,2091,5.0
277,4,2094,4.0
278,4,2096,5.0
280,4,2102,5.0
283,4,2110,3.0
284,4,2114,5.0
286,4,2124,4.0
287,4,2140,5.0
288,4,2141,4.0
289,4,2143,4.0
290,4,2144,5.0
293,4,2193,3.0
294,4,2194,5.0
295,4,2248,4.0
296,4,2263,3.0
297,4,2268,5.0
298,4,2289,5.0
299,4,2348,4.0
300,4,2371,4.0
301,4,2403,4.0
302,4,2406,5.0
303,4,2409,4.0
304,4,2454,5.0
307,4,2616,1.0
308,4,2628,5.0
309,4,2640,5.0
310,4,2659,3.0
311,4,2683,4.0
314,4,2723,5.0
315,4,2734,4.0
316,4,2770,1.0
318,4,2791,5.0
319,4,2795,4.0
320,4,2797,5.0
322,4,2822,3.0
324,4,2872,5.0
325,4,2877,5.0
326,4,2902,2.0
327,4,2903,1.0
328,4,2916,4.0
331,4,2986,3.0
332,4,2987,5.0
334,4,3016,3.0
335,4,3034,5.0
336,4,3039,4.0
337,4,3040,5.0
338,4,3060,5.0
339,4,3071,4.0
340,4,3101,4.0
341,4,3104,4.0
342,4,3108,5.0
343,4,3169,4.0
344,4,3208,2.0
345,4,3210,4.0
346,4,3251,5.0
347,4,3255,4.0
348,4,3263,3.0
349,4,3265,5.0
351,5,3,4.0
352,5,39,4.0
353,5,104,4.0
355,5,150,4.0
356,5,231,3.5
357,5,277,4.5
358,5,344,3.5
359,5,356,4.0
360,5,364,4.0
361,5,367,4.0
362,5,377,4.0
363,5,440,4.0
364,5,500,4.5
366,5,588,3.5
367,5,595,4.0
369,5,788,3.5
370,5,858,2.5
371,5,903,3.5
373,5,1022,4.0
374,5,1035,5.0
376,5,1221,2.5
377,5,1247,4.0
378,5,1307,4.0
379,5,1380,5.0
380,5,1393,3.5
382,5,1544,3.5
383,5,1682,4.0
384,5,1721,4.0
386,5,1784,4.5
388,5,1961,4.0
389,5,1968,4.0
390,5,1997,3.5
391,5,2023,1.5
392,5,2081,5.0
393,5,2273,4.0
394,5,2294,4.0
395,5,2355,3.5
396,5,2424,4.0
399,5,2694,4.5
400,5,2706,4.0
401,5,2762,3.5
402,5,2770,3.5
403,5,2918,3.5
404,5,2997,3.5
405,5,3114,3.5
406,5,3176,3.5
407,5,3408,4.0
408,5,3753,3.5
409,5,3897,4.5
410,5,3948,3.5
411,5,4014,4.0
413,5,4022,3.5
414,5,4025,4.5
415,5,4306,3.5
417,5,4447,4.5
418,5,4718,3.5
419,5,4963,3.0
420,5,4995,4.5
421,5,5266,3.5
423,5,5349,4.5
425,5,5669,3.5
426,5,5679,4.5
428,5,5995,4.0
429,5,6218,3.5
430,5,6373,4.0
433,5,6711,2.5
434,5,6942,4.0
435,5,8376,4.0
436,5,8464,4.0
437,5,8622,3.5
438,5,8636,4.5
439,5,8644,4.0
440,5,30707,4.5
441,5,30749,4.5
442,5,30793,3.5
444,5,33679,4.0
445,5,34162,4.5
446,5,35836,4.0
447,5,40819,4.5
448,5,41566,4.0
449,5,41569,4.0
450,5,48385,4.5
451,6,111,4.0
452,6,158,2.0
453,6,173,2.0
454,6,293,5.0
456,6,903,4.0
457,6,1204,5.0
459,6,1259,4.5
460,6,1276,4.5
461,6,1285,4.5
462,6,1358,2.0
463,6,1639,2.0
464,6,1687,2.0
465,6,1747,2.0
466,6,1876,0.5
467,6,1909,3.0
468,6,2001,3.0
471,6,2174,4.0
472,6,2502,3.5
473,6,2528,3.0
474,6,2529,4.0
475,6,2571,1.0
477,6,2692,4.0
478,6,2723,3.0
479,6,2761,4.5
481,6,3052,1.0
482,6,3114,4.0
483,6,3300,3.5
484,6,3751,1.5
485,6,4641,1.5
486,6,4975,1.5
487,6,5952,5.0
488,6,7090,3.0
489,6,7153,5.0
490,6,7361,4.0
491,6,8368,3.5
492,6,8636,4.0
496,7,10,3.0
497,7,21,3.0
498,7,31,3.0
499,7,34,4.0
500,7,40,4.0
501,7,104,3.0
502,7,110,5.0
503,7,112,4.0
504,7,141,4.0
505,7,151,4.0
506,7,198,2.0
507,7,207,3.0
508,7,260,5.0
510,7,316,2.0
511,7,318,5.0
512,7,329,3.0
513,7,333,3.0
514,7,345,3.0
515,7,355,3.0
517,7,357,3.0
518,7,364,3.0
519,7,367,3.0
520,7,377,3.0
521,7,380,4.0
523,7,500,3.0
524,7,534,4.0
525,7,539,3.0
526,7,541,4.0
528,7,588,4.0
530,7,590,4.0
531,7,592,3.0
532,7,594,4.0
533,7,595,3.0
535,7,671,4.0
537,7,720,5.0
539,7,736,1.0
542,7,780,3.0
545,7,1036,3.0
546,7,1073,3.0
548,7,1080,4.0
549,7,1097,3.0
550,7,1125,3.0
552,7,1136,4.0
553,7,1148,5.0
554,7,1196,5.0
555,7,1197,3.0
556,7,1198,5.0
557,7,1210,5.0
558,7,1220,4.0
559,7,1223,5.0
560,7,1225,5.0
561,7,1231,4.0
562,7,1240,4.0
563,7,1242,5.0
564,7,1270,3.0
565,7,1275,4.0
566,7,1278,3.0
567,7,1287,4.0
568,7,1288,4.0
570,7,1298,3.0
571,7,1302,4.0
572,7,1307,3.0
573,7,1353,3.0
574,7,1371,3.0
575,7,1372,3.0
576,7,1373,2.0
577,7,1374,4.0
578,7,1375,3.0
579,7,1376,3.0
580,7,1394,3.0
581,7,1405,5.0
582,7,1408,1.0
584,8,45,2.5
587,8,110,4.0
588,8,260,3.5
589,8,282,2.0
590,8,296,4.0
591,8,318,5.0
594,8,520,3.5
595,8,524,2.0
597,8,543,5.0
599,8,593,4.5
600,8,628,4.0
604,8,1197,4.0
605,8,1198,4.0
606,8,1210,4.0
607,8,1219,4.0
608,8,1225,4.0
609,8,1258,4.0
610,8,1259,4.0
612,8,1270,4.0
613,8,1291,4.0
614,8,1302,3.5
615,8,1358,0.5
616,8,1387,4.0
617,8,1393,3.0
618,8,1500,4.0
620,8,1617,3.5
621,8,1625,5.0
622,8,1674,4.0
624,8,1754,3.0
625,8,1777,5.0
626,8,1876,3.5
627,8,1961,5.0
629,8,2100,3.0
630,8,2139,3.0
631,8,2194,4.5
632,8,2302,4.5
633,8,2324,4.0
634,8,2329,5.0
636,8,2423,3.5
637,8,2502,5.0
639,8,2716,3.5
641,8,2770,2.5
642,8,2791,4.5
643,8,2797,3.5
644,8,2804,3.5
645,8,2841,3.0
647,8,2918,5.0
648,8,2959,4.0
649,8,3147,4.5
650,8,3578,5.0
651,8,3916,3.5
652,8,3948,4.0
653,8,3996,4.0
654,8,4011,4.5
656,8,4034,4.5
657,8,4226,5.0
659,8,4448,2.5
660,8,4886,3.5
661,8,4896,3.5
662,8,4963,4.5
664,8,4993,3.5
665,8,4995,3.5
666,8,5064,5.0
668,8,5445,4.5
669,8,5464,4.0
670,8,5630,4.0
672,8,5669,3.0
673,8,5952,4.0
675,8,6377,4.0
677,8,6870,4.0
678,8,6874,5.0
679,8,6879,3.0
680,8,7143,3.5
681,8,7153,4.0
682,8,7361,4.0
683,8,7438,4.0
684,8,8533,2.5
685,8,8784,4.5
687,8,8874,3.0
688,8,32587,3.5
690,8,33493,4.5
691,8,33794,4.5
692,8,34162,3.5
693,8,40583,3.5
694,8,40819,3.5
695,8,42007,2.0
696,8,43556,3.5
699,9,1,4.0
700,9,17,4.0
701,9,26,3.0
702,9,36,5.0
703,9,47,3.0
704,9,318,4.0
705,9,497,4.0
707,9,527,5.0
709,9,593,4.0
710,9,608,5.0
711,9,733,2.0
712,9,1059,5.0
713,9,1177,3.0
714,9,1357,4.0
716,9,1411,3.0
717,9,1541,2.0
718,9,1584,4.0
719,9,1680,4.0
720,9,1682,5.0
721,9,1704,4.0
722,9,1721,3.0
723,9,1784,5.0
725,9,2125,4.0
726,9,2140,4.0
727,9,2249,4.0
728,9,2268,3.0
729,9,2273,3.0
730,9,2278,4.0
731,9,2291,4.0
732,9,2294,2.0
734,9,2391,4.0
735,9,2396,4.0
736,9,2427,2.0
737,9,2490,3.0
738,9,2501,4.0
739,9,2539,2.0
740,9,2571,5.0
741,9,2628,3.0
742,9,2762,4.0
743,9,2857,4.0
744,10,50,5.0
745,10,152,4.0
747,10,344,3.0
748,10,345,4.0
749,10,592,3.0
750,10,735,4.0
751,10,1036,3.0
752,10,1089,3.0
753,10,1101,2.0
754,10,1127,4.0
756,10,1197,4.0
757,10,1198,4.0
758,10,1200,4.0
759,10,1210,4.0
760,10,1220,3.0
764,10,1423,4.0
766,10,1499,3.0
768,10,1690,3.0
770,10,1719,5.0
772,10,1923,5.0
773,10,2108,3.0
774,10,2344,5.0
775,10,2406,4.0
777,10,2539,4.0
779,10,2826,5.0
780,10,2827,3.0
782,10,2841,4.0
784,10,2890,4.0
785,10,2907,2.0
786,10,2926,5.0
787,10,2995,2.0
788,10,3005,3.0
789,10,3019,4.0
791,11,70,1.0
793,11,169,3.0
795,11,778,4.5
796,11,785,3.5
797,11,923,5.0
799,11,1201,5.0
800,11,1408,5.0
802,11,2042,3.5
803,11,2596,4.5
804,11,2762,3.0
805,11,3424,3.0
806,11,5669,3.0
807,11,6598,5.0
808,11,26614,5.0
810,11,51084,4.0
811,11,58295,4.5
812,11,71211,3.5
813,11,77455,4.5
814,11,79132,4.0
815,11,80489,4.5
817,11,81158,4.0
818,11,81562,3.5
820,11,91500,4.5
821,11,91529,4.5
822,11,91548,4.0
823,11,96079,4.0
824,11,96861,4.0
826,11,104841,5.0
827,11,106487,5.0
828,12,253,3.0
829,12,529,1.0
833,12,736,4.0
834,12,737,3.0
836,12,1032,2.0
837,12,1077,3.0
838,12,1197,1.0
841,12,1230,2.0
842,12,1235,5.0
843,12,1295,1.0
844,12,1374,1.0
845,12,1387,4.0
846,12,1639,2.0
847,12,1732,3.0
849,12,2355,2.0
850,12,2460,4.0
851,12,2529,1.0
852,12,2668,2.0
853,12,2959,4.0
855,12,3148,1.0
856,12,3176,3.0
857,12,3179,2.0
858,12,3298,4.0
859,12,3324,1.0
860,12,3408,4.0
861,12,3474,4.0
862,12,3770,3.0
863,12,3773,2.0
865,12,3791,1.0
866,12,3793,5.0
867,12,3794,3.0
868,12,3798,4.0
869,12,3799,1.0
871,12,3809,3.0
872,12,3825,5.0
873,12,3827,2.0
874,12,3829,2.0
875,12,3831,4.0
876,12,3841,2.0
878,12,3861,3.0
879,12,3863,5.0
881,12,3865,5.0
882,12,3869,2.0
883,12,3871,2.0
884,12,3873,3.0
885,12,3879,5.0
886,12,3885,3.0
887,12,3886,2.0
888,12,6184,4.0
889,13,1,5.0
890,13,47,2.5
893,13,296,3.5
894,13,318,4.5
895,13,356,5.0
896,13,362,4.5
897,13,480,3.0
899,13,527,4.0
900,13,531,4.0
901,13,587,3.0
902,13,590,4.0
903,13,914,4.0
904,13,919,3.5
905,13,1027,3.0
906,13,1259,4.0
908,13,1918,3.0
909,13,1961,4.0
911,13,2571,3.0
912,13,2572,3.5
913,13,2761,4.0
914,13,2762,3.0
915,13,2804,3.0
916,13,2908,3.0
917,13,2918,3.0
918,13,3114,3.0
919,13,3147,4.0
921,13,3396,3.5
922,13,3624,3.0
923,13,4306,4.0
924,13,4310,4.5
925,13,4321,2.5
927,13,4878,4.5
928,13,4886,3.5
931,13,6377,4.5
932,13,7361,4.0
933,13,7502,4.5
935,13,58559,4.5
936,13,64614,4.5
937,13,69757,4.0
938,13,78499,4.0
939,13,81834,4.5
941,13,93363,3.0
942,14,594,1.0
943,14,1196,4.0
944,14,1721,3.0
945,14,2038,3.0
947,14,2394,3.0
948,14,2628,3.0
949,14,2683,2.0
950,14,2716,3.0
952,14,2724,3.0
954,14,3114,4.0
955,14,3157,2.0
956,14,3175,5.0
957,14,3354,3.0
958,14,3623,3.0
960,14,3986,3.0
963,15,2,2.0
964,15,5,4.5
966,15,10,3.0
967,15,11,2.5
968,15,14,2.5
969,15,16,3.5
970,15,17,3.0
971,15,19,1.0
972,15,21,4.5
973,15,22,2.5
974,15,25,3.0
975,15,32,4.0
976,15,34,3.0
977,15,36,1.0
978,15,39,2.5
979,15,44,3.0
980,15,47,5.0
981,15,50,5.0
983,15,62,2.0
984,15,70,0.5
985,15,82,5.0
986,15,94,3.0
987,15,95,1.5
988,15,101,4.0
989,15,104,1.0
990,15,107,2.0
991,15,110,3.0
992,15,111,5.0
994,15,123,4.0
995,15,125,3.5
996,15,145,3.5
997,15,149,5.0
998,15,150,3.0
999,15,153,1.0
1000,15,157,2.0
1001,15,160,0.5
1002,15,161,3.0
1003,15,162,4.0
1004,15,163,2.0
1005,15,164,4.0
1006,15,165,3.0
1007,15,170,2.5
1008,15,172,1.0
1009,15,175,4.0
1010,15,176,4.0
1012,15,185,2.0
1014,15,196,2.0
1015,15,198,1.5
1016,15,208,1.5
1017,15,214,2.0
1018,15,215,4.5
1020,15,223,4.0
1022,15,230,1.0
1023,15,231,3.5
1024,15,232,4.0
1025,15,233,4.0
1026,15,235,4.0
1027,15,237,3.5
1028,15,246,5.0
1030,15,252,2.0
1031,15,253,2.0
1032,15,260,5.0
1033,15,265,1.0
1034,15,288,2.0
1035,15,292,1.0
1036,15,293,5.0
1037,15,296,5.0
1038,15,300,4.0
1039,15,306,5.0
1041,15,308,4.0
1042,15,316,3.0
1043,15,317,1.0
1044,15,318,2.0
1045,15,322,2.5
1046,15,329,1.5
1047,15,335,2.0
1048,15,339,2.5
1049,15,342,3.0
1050,15,344,2.0
1051,15,349,3.0
1053,15,355,0.5
1055,15,357,3.5
1057,15,367,2.0
1058,15,370,3.5
1059,15,371,2.0
1060,15,372,3.0
1061,15,373,3.5
1062,15,377,4.0
1064,15,382,3.5
1066,15,431,4.0
1067,15,434,3.0
1068,15,435,1.0
1069,15,440,2.5
1070,15,441,4.0
1072,15,454,3.0
1073,15,457,5.0
1076,15,474,3.0
1078,15,481,3.0
1079,15,483,1.0
1080,15,485,0.5
1082,15,500,3.0
1083,15,508,1.5
1084,15,509,2.0
1085,15,520,3.5
1086,15,524,2.5
1087,15,527,4.0
1088,15,535,3.0
1089,15,539,2.0
1090,15,540,1.5
1091,15,541,5.0
1093,15,549,5.0
1094,15,551,2.0
1095,15,555,4.0
1096,15,556,3.5
1097,15,562,3.0
1098,15,574,3.0
1099,15,586,2.0
1100,15,587,1.0
1101,15,588,0.5
1102,15,589,4.0
1103,15,590,3.0
1104,15,592,4.0
1105,15,593,5.0
1106,15,594,2.5
1107,15,597,2.5
1108,15,608,5.0
1109,15,610,3.0
1110,15,628,2.5
1111,15,647,1.5
1112,15,648,4.0
1114,15,665,3.0
1115,15,674,3.0
1116,15,680,2.0
1118,15,720,3.0
1119,15,724,2.0
1120,15,733,3.5
1121,15,736,1.0
1122,15,745,3.0
1123,15,748,2.5
1124,15,750,4.0
1125,15,762,2.0
1126,15,778,4.0
1128,15,784,2.5
1130,15,786,0.5
1131,15,788,1.5
1132,15,799,3.0
1134,15,802,1.0
1135,15,803,4.5
1137,15,832,1.0
1139,15,851,4.0
1141,15,866,4.0
1142,15,899,5.0
1145,15,908,5.0
1146,15,909,4.0
1147,15,910,2.5
1148,15,911,4.0
1149,15,912,5.0
1150,15,913,4.0
1151,15,914,1.5
1152,15,916,1.0
1153,15,919,3.0
1154,15,920,3.5
1157,15,924,5.0
1160,15,953,3.0
1161,15,994,4.0
1162,15,1020,2.0
1164,15,1036,4.0
1165,15,1041,5.0
1168,15,1060,4.0
1169,15,1073,3.0
1170,15,1079,4.0
1171,15,1084,3.0
1172,15,1088,2.0
1174,15,1092,2.5
1175,15,1093,2.0
1176,15,1094,4.0
1177,15,1095,4.0
1178,15,1097,4.0
1179,15,1100,2.5
1180,15,1101,3.0
1181,15,1120,1.0
1182,15,1127,4.0
1183,15,1131,2.5
1184,15,1136,2.5
1185,15,1147,3.5
1186,15,1148,3.0
1187,15,1171,4.0
1188,15,1173,3.0
1189,15,1176,4.0
1190,15,1178,3.0
1192,15,1183,2.0
1194,15,1189,3.5
1195,15,1193,5.0
1196,15,1196,5.0
1197,15,1197,1.0
1198,15,1198,4.0
1201,15,1201,3.5
1202,15,1203,4.0
1203,15,1204,2.0
1204,15,1206,5.0
1205,15,1207,3.0
1209,15,1211,1.5
1210,15,1212,3.0
1212,15,1214,4.0
1214,15,1217,2.0
1215,15,1218,4.0
1217,15,1220,1.0
1218,15,1221,5.0
1221,15,1225,4.0
1222,15,1228,4.0
1223,15,1230,3.0
1225,15,1233,3.0
1226,15,1234,4.0
1227,15,1235,3.5
1228,15,1240,3.0
1229,15,1243,2.0
1231,15,1246,1.0
1232,15,1247,5.0
1233,15,1248,3.0
1234,15,1249,3.0
1235,15,1250,4.0
1236,15,1251,3.0
1237,15,1252,5.0
1238,15,1254,3.5
1239,15,1258,4.0
1240,15,1259,3.0
1241,15,1260,3.0
1243,15,1263,4.0
1244,15,1264,3.0
1245,15,1265,4.0
1246,15,1266,4.0
1249,15,1272,3.5
1250,15,1276,2.5
1251,15,1280,3.0
1255,15,1287,2.0
1256,15,1288,4.0
1257,15,1289,4.0
1258,15,1290,3.0
1260,15,1293,4.0
1261,15,1297,4.0
1262,15,1302,3.0
1263,15,1303,2.0
1264,15,1304,3.0
1265,15,1307,5.0
1266,15,1320,3.0
1267,15,1333,2.0
1269,15,1339,2.0
1270,15,1342,2.0
1271,15,1356,2.0
1273,15,1361,3.5
1274,15,1370,3.0
1275,15,1377,3.0
1276,15,1380,2.5
1277,15,1385,3.0
1278,15,1387,4.0
1279,15,1391,0.5
1280,15,1393,3.5
1281,15,1394,4.0
1282,15,1396,4.0
1283,15,1405,3.0
1284,15,1407,5.0
1286,15,1464,4.0
1287,15,1466,4.0
1289,15,1479,1.5
1290,15,1483,3.0
1291,15,1484,3.0
1292,15,1485,3.0
1293,15,1500,3.0
1294,15,1502,1.5
1295,15,1503,1.0
1296,15,1513,2.0
1297,15,1517,3.0
1298,15,1527,1.0
1300,15,1544,1.0
1301,15,1546,4.0
1302,15,1552,1.5
1304,15,1562,1.5
1305,15,1569,3.5
1306,15,1573,4.0
1307,15,1580,4.0
1308,15,1584,4.0
1310,15,1597,2.0
1311,15,1608,1.0
1312,15,1610,3.0
1313,15,1615,3.0
1314,15,1616,3.0
1315,15,1617,5.0
1316,15,1625,4.0
1318,15,1639,4.0
1320,15,1645,3.0
1321,15,1649,2.0
1323,15,1663,3.0
1325,15,1676,4.0
1326,15,1680,3.0
1327,15,1682,2.0
1328,15,1689,4.5
1329,15,1690,1.0
1330,15,1694,3.0
1332,15,1717,4.0
1333,15,1719,4.0
1334,15,1721,1.5
1335,15,1722,3.5
1336,15,1729,1.0
1337,15,1732,3.5
1338,15,1735,0.5
1339,15,1747,3.5
1340,15,1748,4.0
1342,15,1753,1.0
1343,15,1754,3.5
1344,15,1777,2.0
1345,15,1779,1.0
1346,15,1784,3.0
1347,15,1792,3.0
1350,15,1810,2.5
1354,15,1834,3.5
1356,15,1845,4.0
1357,15,1859,5.0
1358,15,1860,4.0
1360,15,1876,2.0
1361,15,1882,1.5
1364,15,1895,2.5
1366,15,1904,3.5
1367,15,1909,2.0
1369,15,1914,3.5
1370,15,1917,2.0
1372,15,1923,4.5
1373,15,1945,4.0
1374,15,1950,3.0
1375,15,1952,3.0
1376,15,1953,3.0
1377,15,1954,3.0
1379,15,1956,4.0
1380,15,1961,3.5
1381,15,1962,3.0
1382,15,1964,3.0
1383,15,1968,4.0
1384,15,1994,2.5
1385,15,1997,5.0
1387,15,2003,3.0
1388,15,2005,4.0
1389,15,2006,4.0
1391,15,2011,3.0
1392,15,2012,1.0
1394,15,2019,4.5
1395,15,2020,2.5
1397,15,2028,3.0
1399,15,2054,2.0
1400,15,2058,2.5
1401,15,2060,2.0
1402,15,2064,4.5
1403,15,2076,3.0
1404,15,2100,2.0
1405,15,2105,4.0
1406,15,2108,4.5
1407,15,2115,4.0
1408,15,2124,2.0
1409,15,2126,1.0
1410,15,2133,3.5
1413,15,2145,2.0
1414,15,2150,3.0
1416,15,2161,3.0
1417,15,2167,3.0
1420,15,2194,4.0
1421,15,2231,3.0
1422,15,2232,4.0
1423,15,2243,4.5
1424,15,2248,3.5
1426,15,2269,2.5
1427,15,2273,2.5
1428,15,2278,2.5
1429,15,2282,0.5
1430,15,2288,3.0
1431,15,2289,4.0
1432,15,2291,3.0
1433,15,2294,2.0
1434,15,2302,3.5
1435,15,2303,3.0
1436,15,2311,2.0
1437,15,2313,3.5
1438,15,2318,4.5
1439,15,2321,3.5
1440,15,2324,2.0
1441,15,2329,1.0
1442,15,2333,3.0
1443,15,2334,3.0
1444,15,2336,2.0
1445,15,2340,2.0
1446,15,2351,1.0
1448,15,2355,2.0
1450,15,2360,2.0
1452,15,2369,1.0
1453,15,2371,3.5
1454,15,2378,3.0
1455,15,2387,3.5
1456,15,2391,3.0
1460,15,2406,3.5
1461,15,2407,3.0
1462,15,2413,4.5
1463,15,2424,1.5
1464,15,2427,3.0
1466,15,2439,2.0
1467,15,2447,2.5
1468,15,2455,3.5
1470,15,2478,4.0
1471,15,2490,1.0
1472,15,2501,3.0
1473,15,2502,5.0
1474,15,2505,0.5
1475,15,2528,2.0
1477,15,2541,1.0
1478,15,2542,1.0
1479,15,2560,3.0
1480,15,2568,0.5
1481,15,2571,5.0
1482,15,2572,5.0
1483,15,2574,1.0
1484,15,2575,3.0
1485,15,2579,2.5
1486,15,2580,3.0
1487,15,2581,1.0
1488,15,2585,1.0
1489,15,2594,4.0
1490,15,2598,1.5
1491,15,2599,3.0
1492,15,2600,3.0
1493,15,2605,1.0
1494,15,2617,1.0
1495,15,2624,3.0
1496,15,2628,2.5
1498,15,2648,3.0
1500,15,2671,4.0
1501,15,2678,1.0
1504,15,2692,3.0
1506,15,2700,3.0
1507,15,2701,1.0
1508,15,2702,1.5
1509,15,2706,3.0
1510,15,2707,3.0
1511,15,2709,1.0
1512,15,2710,1.0
1513,15,2712,4.0
1514,15,2713,1.0
1515,15,2716,4.0
1516,15,2717,3.5
1517,15,2718,1.5
1518,15,2722,2.0
1519,15,2723,1.0
1520,15,2726,2.5
1521,15,2729,3.0
1525,15,2763,1.0
1526,15,2769,2.0
1528,15,2791,4.0
1529,15,2795,3.5
1531,15,2803,1.5
1532,15,2819,3.0
1533,15,2840,1.0
1535,15,2858,4.0
1536,15,2871,4.0
1537,15,2881,1.0
1538,15,2890,4.0
1540,15,2908,1.0
1541,15,2912,4.0
1542,15,2915,1.5
1543,15,2916,4.0
1545,15,2925,4.0
1546,15,2947,5.0
1547,15,2949,4.0
1548,15,2952,1.0
1549,15,2959,5.0
1550,15,2973,4.0
1551,15,2976,2.0
1552,15,2983,4.0
1554,15,2987,4.0
1556,15,2993,4.0
1558,15,3000,4.0
1559,15,3004,1.0
1560,15,3005,1.0
1563,15,3008,2.0
1564,15,3010,4.0
1565,15,3019,3.0
1566,15,3020,3.0
1568,15,3033,4.0
1569,15,3039,4.0
1570,15,3044,3.0
1571,15,3052,3.0
1572,15,3060,4.0
1574,15,3081,1.0
1575,15,3082,3.0
1577,15,3089,3.0
1578,15,3101,4.0
1581,15,3108,4.0
1582,15,3113,2.0
1584,15,3128,4.0
1585,15,3129,3.5
1586,15,3134,1.0
1588,15,3147,1.0
